"tm","account","symbol","position"
2018-10-19 15:15:18:067429,TEST,USDCNH,-9914739.075596
2018-10-19 15:15:17:756348,TEST,USDCNH,-9914740.075596
2018-10-19 15:15:17:569408,TEST,USDCNH,-9914741.075596
2018-10-19 15:15:17:461731,TEST,USDCNH,-9914742.075596
2018-10-19 15:15:13:437501,TEST,USDCNH,-9914743.075596
2018-10-19 15:15:12:205023,TEST,USDCNH,-9914744.075596
2018-10-19 15:15:11:297647,TEST,USDCNH,-9914745.075596
2018-10-19 15:15:11:179374,TEST,USDCNH,-9914746.075596
2018-10-19 15:15:10:424965,TEST,USDCNH,-9914747.075596
2018-10-19 15:15:10:372245,TEST,USDCNH,-9914748.075596
2018-10-19 15:15:10:066736,TEST,USDCNH,-9914749.075596
2018-10-19 15:15:09:951641,TEST,USDCNH,-9914750.075596
2018-10-19 15:15:09:825775,TEST,USDCNH,-9914751.075596
2018-10-19 15:15:09:363032,TEST,USDCNH,-9914752.075596
2018-10-19 15:15:08:530241,TEST,USDCNH,-9914753.075596
2018-10-19 15:15:08:395434,TEST,USDCNH,-9914754.075596
2018-10-19 15:15:08:301167,TEST,USDCNH,-9914755.075596
2018-10-19 15:15:08:185510,TEST,USDCNH,-9914756.075596
2018-10-19 15:15:07:642780,TEST,USDCNH,-9914757.075596
2018-10-19 15:15:07:562685,TEST,USDCNH,-9914758.075596
2018-10-19 15:15:07:326819,TEST,USDCNH,-9914759.075596
2018-10-19 15:15:06:039383,TEST,USDCNH,-9914760.075596
2018-10-19 15:15:05:815483,TEST,USDCNH,-9914761.075596
2018-10-19 15:15:05:541063,TEST,USDCNH,-9914762.075596
2018-10-19 15:15:05:482856,TEST,USDCNH,-9914763.075596
2018-10-19 15:14:40:408557,TEST,USDCNH,-9914764.075596
2018-10-19 15:14:39:293201,TEST,USDCNH,-9914765.075596
2018-10-19 15:14:39:197057,TEST,USDCNH,-9914766.075596
2018-10-19 15:14:38:621825,TEST,USDCNH,-9914767.075596
2018-10-19 15:14:38:405466,TEST,USDCNH,-9914768.075596
2018-10-19 15:14:36:434352,TEST,USDCNH,-9914769.075596
2018-10-19 15:14:36:158930,TEST,USDCNH,-9914770.075596
2018-10-19 15:14:36:032250,TEST,USDCNH,-9914771.075596
2018-10-19 15:14:35:901104,TEST,USDCNH,-9914772.075596
2018-10-19 15:14:35:572563,TEST,USDCNH,-9914773.075596
2018-10-19 15:14:15:196826,TEST,USDCNH,-9914774.075596
2018-10-19 15:14:14:494490,TEST,USDCNH,-9914775.075596
2018-10-19 15:14:14:089950,TEST,USDCNH,-9914776.075596
2018-10-19 15:14:13:955760,TEST,USDCNH,-9914777.075596
2018-10-19 15:14:13:280912,TEST,USDCNH,-9914778.075596
2018-10-19 15:14:13:085396,TEST,USDCNH,-9914779.075596
2018-10-19 15:14:12:205214,TEST,USDCNH,-9914780.075596
2018-10-19 15:14:12:134395,TEST,USDCNH,-9914781.075596
2018-10-19 15:14:11:804740,TEST,USDCNH,-9914782.075596
2018-10-19 15:14:08:757603,TEST,USDCNH,-9914783.075596
2018-10-19 15:14:08:656330,TEST,USDCNH,-9914784.075596
2018-10-19 15:13:58:746256,TEST,USDCNH,-9914785.075596
2018-10-19 15:13:58:493193,TEST,USDCNH,-9914786.075596
2018-10-19 15:13:58:472920,TEST,USDCNH,-9914787.075596
2018-10-19 15:13:57:975846,TEST,USDCNH,-9914788.075596
2018-10-19 15:13:57:568730,TEST,USDCNH,-9914789.075596
2018-10-19 15:13:57:456824,TEST,USDCNH,-9914790.075596
2018-10-19 15:13:57:446596,TEST,USDCNH,-9914791.075596
2018-10-19 15:13:57:090179,TEST,USDCNH,-9914792.075596
2018-10-19 15:13:56:026583,TEST,USDCNH,-9914793.075596
2018-10-19 15:13:55:172521,TEST,USDCNH,-9914794.075596
2018-10-19 15:13:54:183533,TEST,USDCNH,-9914795.075596
2018-10-19 15:13:54:085100,TEST,USDCNH,-9914796.075596
2018-10-19 15:13:53:721258,TEST,USDCNH,-9914797.075596
2018-10-19 15:13:50:143854,TEST,USDCNH,-9914798.075596
2018-10-19 15:13:49:559880,TEST,USDCNH,-9914799.075596
2018-10-19 15:13:49:344793,TEST,USDCNH,-9914800.075596
2018-10-19 15:13:48:733548,TEST,USDCNH,-9914801.075596
2018-10-19 15:13:47:860585,TEST,USDCNH,-9914802.075596
2018-10-19 15:13:47:290774,TEST,USDCNH,-9914803.075596
2018-10-19 15:13:46:435480,TEST,USDCNH,-9914804.075596
2018-10-19 15:13:45:863303,TEST,USDCNH,-9914805.075596
2018-10-19 15:13:45:805216,TEST,USDCNH,-9914806.075596
2018-10-19 15:13:45:547150,TEST,USDCNH,-9914807.075596
2018-10-19 15:13:45:379131,TEST,USDCNH,-9914808.075596
2018-10-19 15:13:44:918425,TEST,USDCNH,-9914809.075596
2018-10-19 15:13:44:312232,TEST,USDCNH,-9914810.075596
2018-10-19 15:13:44:116727,TEST,USDCNH,-9914811.075596
2018-10-19 15:13:41:488248,TEST,USDCNH,-9914812.075596
2018-10-19 15:13:41:485158,TEST,USDCNH,-9914813.075596
2018-10-19 15:13:41:386436,TEST,USDCNH,-9914814.075596
2018-10-19 15:13:41:293992,TEST,USDCNH,-9914815.075596
2018-10-19 15:13:41:208787,TEST,USDCNH,-9914816.075596
2018-10-19 15:13:41:146379,TEST,USDCNH,-9914817.075596
2018-10-19 15:13:41:082714,TEST,USDCNH,-9914818.075596
2018-10-19 15:13:40:931475,TEST,USDCNH,-9914819.075596
2018-10-19 15:13:40:427486,TEST,USDCNH,-9914820.075596
2018-10-19 15:13:39:581772,TEST,USDCNH,-9914821.075596
2018-10-19 15:13:39:165046,TEST,USDCNH,-9914822.075596
2018-10-19 15:13:38:803074,TEST,USDCNH,-9914823.075596
2018-10-19 15:13:34:698600,TEST,USDCNH,-9914824.075596
2018-10-19 15:13:34:689015,TEST,USDCNH,-9914825.075596
2018-10-19 15:13:34:567157,TEST,USDCNH,-9914826.075596
2018-10-19 15:13:34:378504,TEST,USDCNH,-9914827.075596
2018-10-19 15:13:33:981639,TEST,USDCNH,-9914828.075596
2018-10-19 15:13:33:648283,TEST,USDCNH,-9914829.075596
2018-10-19 15:12:57:211046,TEST,USDCNH,-9914830.075596
2018-10-19 15:12:57:044216,TEST,USDCNH,-9914831.075596
2018-10-19 15:12:55:439332,TEST,USDCNH,-9914832.075596
2018-10-19 15:09:47:905849,TEST,USDCNH,-9914833.075596
2018-10-19 15:09:47:168875,TEST,USDCNH,-9914834.075596
2018-10-19 15:09:46:880936,TEST,USDCNH,-9914835.075596
2018-10-19 15:09:46:539216,TEST,USDCNH,-9914836.075596
2018-10-19 15:09:45:358693,TEST,USDCNH,-9914837.075596
2018-10-19 15:09:43:673970,TEST,USDCNH,-9914838.075596
2018-10-19 15:09:43:293600,TEST,USDCNH,-9914839.075596
2018-10-19 15:09:43:024345,TEST,USDCNH,-9914840.075596
2018-10-19 15:09:42:861373,TEST,USDCNH,-9914841.075596
2018-10-19 15:09:42:827447,TEST,USDCNH,-9914842.075596
2018-10-19 15:09:42:650576,TEST,USDCNH,-9914843.075596
2018-10-19 15:09:42:628822,TEST,USDCNH,-9914844.075596
2018-10-19 15:09:42:558927,TEST,USDCNH,-9914845.075596
2018-10-19 15:09:42:229866,TEST,USDCNH,-9914846.075596
2018-10-19 15:09:42:168961,TEST,USDCNH,-9914847.075596
2018-10-19 15:09:41:839197,TEST,USDCNH,-9914848.075596
2018-10-19 15:09:41:747337,TEST,USDCNH,-9914849.075596
2018-10-19 15:09:41:737438,TEST,USDCNH,-9914850.075596
2018-10-19 15:09:05:556747,TEST,USDCNH,-9914851.075596
2018-10-19 15:09:05:108915,TEST,USDCNH,-9914852.075596
2018-10-19 15:09:04:068406,TEST,USDCNH,-9914853.075596
2018-10-19 15:09:03:610881,TEST,USDCNH,-9914854.075596
2018-10-19 15:09:03:262403,TEST,USDCNH,-9914855.075596
2018-10-19 15:01:43:489734,TEST,USDCNH,-9914856.075596
2018-10-19 15:01:43:090045,TEST,USDCNH,-9914857.075596
2018-10-19 15:01:42:437459,TEST,USDCNH,-9914858.075596
2018-10-19 15:01:42:364670,TEST,USDCNH,-9914859.075596
2018-10-19 15:01:13:997167,TEST,USDCNH,-9914860.075596
2018-10-19 15:01:13:509867,TEST,USDCNH,-9914861.075596
2018-10-19 15:01:07:893854,TEST,USDCNH,-9914862.075596
2018-10-19 15:01:07:810427,TEST,USDCNH,-9914863.075596
2018-10-19 15:01:07:060274,TEST,USDCNH,-9914864.075596
2018-10-19 15:00:04:335589,TEST,USDCNH,-9914865.075596
2018-10-19 15:00:03:903753,TEST,USDCNH,-9914866.075596
2018-10-19 15:00:01:404581,TEST,USDCNH,-9914867.075596
2018-10-19 15:00:00:970891,TEST,USDCNH,-9914868.075596
2018-10-19 14:59:59:939259,TEST,USDCNH,-9914869.075596
2018-10-19 14:59:58:972510,TEST,USDCNH,-9914870.075596
2018-10-19 14:59:58:285298,TEST,USDCNH,-9914871.075596
2018-10-19 14:59:55:338944,TEST,USDCNH,-9914872.075596
2018-10-19 14:59:54:101628,TEST,USDCNH,-9914873.075596
2018-10-19 14:59:53:018168,TEST,USDCNH,-9914874.075596
2018-10-19 14:59:53:000109,TEST,USDCNH,-9914875.075596
2018-10-19 14:59:52:878055,TEST,USDCNH,-9914876.075596
2018-10-19 14:59:52:595514,TEST,USDCNH,-9914877.075596
2018-10-19 14:59:52:412889,TEST,USDCNH,-9914878.075596
2018-10-19 14:59:52:333625,TEST,USDCNH,-9914879.075596
2018-10-19 14:59:52:306412,TEST,USDCNH,-9914880.075596
2018-10-19 14:59:50:068967,TEST,USDCNH,-9914881.075596
2018-10-19 14:59:45:815838,TEST,USDCNH,-9914882.075596
2018-10-19 14:59:45:505565,TEST,USDCNH,-9914883.075596
2018-10-19 14:59:45:246211,TEST,USDCNH,-9914884.075596
2018-10-19 14:59:45:237959,TEST,USDCNH,-9914885.075596
2018-10-19 14:59:45:018459,TEST,USDCNH,-9914886.075596
2018-10-19 14:59:40:544504,TEST,USDCNH,-9914887.075596
2018-10-19 14:59:38:300247,TEST,USDCNH,-9914888.075596
2018-10-19 14:59:37:888333,TEST,USDCNH,-9914889.075596
2018-10-19 14:59:27:920299,TEST,USDCNH,-9914890.075596
2018-10-19 14:59:27:890177,TEST,USDCNH,-9914891.075596
2018-10-19 14:59:27:708305,TEST,USDCNH,-9914892.075596
2018-10-19 14:59:27:465798,TEST,USDCNH,-9914893.075596
2018-10-19 14:59:27:314143,TEST,USDCNH,-9914894.075596
2018-10-19 14:59:27:305383,TEST,USDCNH,-9914895.075596
2018-10-19 14:59:27:123907,TEST,USDCNH,-9914896.075596
2018-10-19 14:59:27:056122,TEST,USDCNH,-9914897.075596
2018-10-19 14:57:47:995786,TEST,USDCNH,-9914898.075596
2018-10-19 14:57:47:987019,TEST,USDCNH,-9914899.075596
2018-10-19 14:57:46:923406,TEST,USDCNH,-9914900.075596
2018-10-19 14:57:45:913660,TEST,USDCNH,-9914901.075596
2018-10-19 14:57:45:691483,TEST,USDCNH,-9914902.075596
2018-10-19 14:57:43:814040,TEST,USDCNH,-9914903.075596
2018-10-19 14:57:42:515426,TEST,USDCNH,-9914904.075596
2018-10-19 14:57:19:439539,TEST,USDCNH,-9914905.075596
2018-10-19 14:57:19:014247,TEST,USDCNH,-9914906.075596
2018-10-19 14:57:18:858177,TEST,USDCNH,-9914907.075596
2018-10-19 14:57:18:722952,TEST,USDCNH,-9914908.075596
2018-10-19 14:54:25:271314,TEST,USDCNH,-9914909.075596
2018-10-19 14:54:24:882002,TEST,USDCNH,-9914910.075596
2018-10-19 14:54:13:271216,TEST,USDCNH,-9914911.075596
2018-10-19 14:54:06:872456,TEST,USDCNH,-9914912.075596
2018-10-19 14:54:06:552254,TEST,USDCNH,-9914913.075596
2018-10-19 14:54:03:053395,TEST,USDCNH,-9914914.075596
2018-10-19 14:54:02:345185,TEST,USDCNH,-9914915.075596
2018-10-19 14:54:02:151258,TEST,USDCNH,-9914916.075596
2018-10-19 14:54:01:956338,TEST,USDCNH,-9914917.075596
2018-10-19 14:54:01:826634,TEST,USDCNH,-9914918.075596
2018-10-19 14:52:54:355887,TEST,USDCNH,-9914919.075596
2018-10-19 14:52:53:565542,TEST,USDCNH,-9914920.075596
2018-10-19 14:52:52:958411,TEST,USDCNH,-9914921.075596
2018-10-19 14:52:40:390170,TEST,USDCNH,-9914922.075596
2018-10-19 14:52:39:948234,TEST,USDCNH,-9914923.075596
2018-10-19 14:52:39:158559,TEST,USDCNH,-9914924.075596
2018-10-19 14:52:38:524521,TEST,USDCNH,-9914925.075596
2018-10-19 14:52:37:808557,TEST,USDCNH,-9914926.075596
2018-10-19 14:52:37:171737,TEST,USDCNH,-9914927.075596
2018-10-19 14:51:52:642075,TEST,USDCNH,-9914928.075596
2018-10-19 14:51:48:315283,TEST,USDCNH,-9914929.075596
2018-10-19 14:51:48:011745,TEST,USDCNH,-9914930.075596
2018-10-19 14:51:46:092200,TEST,USDCNH,-9914931.075596
2018-10-19 14:51:38:252564,TEST,USDCNH,-9914932.075596
2018-10-19 14:51:38:167163,TEST,USDCNH,-9914933.075596
2018-10-19 14:51:37:598621,TEST,USDCNH,-9914934.075596
2018-10-19 14:51:37:465519,TEST,USDCNH,-9914935.075596
2018-10-19 14:51:37:126607,TEST,USDCNH,-9914936.075596
2018-10-19 14:51:36:124295,TEST,USDCNH,-9914937.075596
2018-10-19 14:51:35:321570,TEST,USDCNH,-9914938.075596
2018-10-19 14:51:34:610716,TEST,USDCNH,-9914939.075596
2018-10-19 14:51:34:320456,TEST,USDCNH,-9914940.075596
2018-10-19 14:51:33:864038,TEST,USDCNH,-9914941.075596
2018-10-19 14:51:33:542777,TEST,USDCNH,-9914942.075596
2018-10-19 14:51:33:536507,TEST,USDCNH,-9914943.075596
2018-10-19 14:51:33:464185,TEST,USDCNH,-9914944.075596
2018-10-19 14:51:33:449502,TEST,USDCNH,-9914945.075596
2018-10-19 14:51:33:161892,TEST,USDCNH,-9914946.075596
2018-10-19 14:51:33:019034,TEST,USDCNH,-9914947.075596
2018-10-19 14:49:31:223642,TEST,USDCNH,-9914948.075596
2018-10-19 14:49:30:622224,TEST,USDCNH,-9914949.075596
2018-10-19 14:49:17:381129,TEST,USDCNH,-9914950.075596
2018-10-19 14:49:17:256226,TEST,USDCNH,-9914951.075596
2018-10-19 14:49:16:874253,TEST,USDCNH,-9914952.075596
2018-10-19 14:49:16:526544,TEST,USDCNH,-9914953.075596
2018-10-19 14:49:16:125916,TEST,USDCNH,-9914954.075596
2018-10-19 14:49:15:955976,TEST,USDCNH,-9914955.075596
2018-10-19 14:46:49:460035,TEST,USDCNH,-9914956.075596
2018-10-19 14:45:56:374796,TEST,USDCNH,-9914957.075596
2018-10-19 14:45:56:048457,TEST,USDCNH,-9914958.075596
2018-10-19 14:45:55:808986,TEST,USDCNH,-9914959.075596
2018-10-19 14:45:55:523326,TEST,USDCNH,-9914960.075596
2018-10-19 14:45:36:273290,TEST,USDCNH,-9914961.075596
2018-10-19 14:45:36:056769,TEST,USDCNH,-9914962.075596
2018-10-19 14:45:35:303223,TEST,USDCNH,-9914963.075596
2018-10-19 14:45:34:958619,TEST,USDCNH,-9914964.075596
2018-10-19 14:45:28:581980,TEST,USDCNH,-9914965.075596
2018-10-19 14:45:28:420289,TEST,USDCNH,-9914966.075596
2018-10-19 14:45:27:275491,TEST,USDCNH,-9914967.075596
2018-10-19 14:45:27:193150,TEST,USDCNH,-9914968.075596
2018-10-19 14:45:27:068062,TEST,USDCNH,-9914969.075596
2018-10-19 14:45:26:826407,TEST,USDCNH,-9914970.075596
2018-10-19 14:45:26:386125,TEST,USDCNH,-9914971.075596
2018-10-19 14:45:26:143070,TEST,USDCNH,-9914972.075596
2018-10-19 14:44:54:030758,TEST,USDCNH,-9914973.075596
2018-10-19 14:44:53:510996,TEST,USDCNH,-9914974.075596
2018-10-19 14:44:49:543480,TEST,USDCNH,-9914975.075596
2018-10-19 14:44:40:053624,TEST,USDCNH,-9914976.075596
2018-10-19 14:44:39:763628,TEST,USDCNH,-9914977.075596
2018-10-19 14:44:39:728786,TEST,USDCNH,-9914978.075596
2018-10-19 14:44:39:388267,TEST,USDCNH,-9914979.075596
2018-10-19 14:43:37:558007,TEST,USDCNH,-9914980.075596
2018-10-19 14:43:37:199116,TEST,USDCNH,-9914981.075596
2018-10-19 14:43:36:483575,TEST,USDCNH,-9914982.075596
2018-10-19 14:43:28:744395,TEST,USDCNH,-9914983.075596
2018-10-19 14:43:27:387330,TEST,USDCNH,-9914984.075596
2018-10-19 14:43:17:641881,TEST,USDCNH,-9914985.075596
2018-10-19 14:43:16:874091,TEST,USDCNH,-9914986.075596
2018-10-19 14:43:16:325796,TEST,USDCNH,-9914987.075596
2018-10-19 14:43:16:206752,TEST,USDCNH,-9914988.075596
2018-10-19 14:43:15:435164,TEST,USDCNH,-9914989.075596
2018-10-19 14:42:18:978195,TEST,USDCNH,-9914990.075596
2018-10-19 14:42:18:220150,TEST,USDCNH,-9914991.075596
2018-10-19 14:42:17:366794,TEST,USDCNH,-9914992.075596
2018-10-19 14:42:16:616512,TEST,USDCNH,-9914993.075596
2018-10-19 14:42:16:573032,TEST,USDCNH,-9914994.075596
2018-10-19 14:42:16:156687,TEST,USDCNH,-9914995.075596
2018-10-19 14:42:15:417889,TEST,USDCNH,-9914996.075596
2018-10-19 14:42:15:403344,TEST,USDCNH,-9914997.075596
2018-10-19 14:42:15:386534,TEST,USDCNH,-9914998.075596
2018-10-19 14:42:14:469458,TEST,USDCNH,-9914999.075596
2018-10-19 14:42:09:858568,TEST,USDCNH,-9915000.075596
2018-10-19 14:42:09:641052,TEST,USDCNH,-9915001.075596
2018-10-19 14:42:08:850418,TEST,USDCNH,-9915002.075596
2018-10-19 14:42:08:795762,TEST,USDCNH,-9915003.075596
2018-10-19 14:42:08:745796,TEST,USDCNH,-9915004.075596
2018-10-19 14:42:08:364342,TEST,USDCNH,-9915005.075596
2018-10-19 14:41:29:338835,TEST,USDCNH,-9915006.075596
2018-10-19 14:41:29:129191,TEST,USDCNH,-9915007.075596
2018-10-19 14:41:05:362373,TEST,USDCNH,-9915008.075596
2018-10-19 14:39:35:792930,TEST,USDCNH,-9915009.075596
2018-10-19 14:39:35:318805,TEST,USDCNH,-9915010.075596
2018-10-19 14:39:35:301968,TEST,USDCNH,-9915011.075596
2018-10-19 14:39:34:823127,TEST,USDCNH,-9915012.075596
2018-10-19 14:39:34:679751,TEST,USDCNH,-9915013.075596
2018-10-19 14:39:33:945626,TEST,USDCNH,-9915014.075596
2018-10-19 14:39:33:760325,TEST,USDCNH,-9915015.075596
2018-10-19 14:39:33:292972,TEST,USDCNH,-9915016.075596
2018-10-19 14:39:32:614812,TEST,USDCNH,-9915017.075596
2018-10-19 14:39:27:503872,TEST,USDCNH,-9915018.075596
2018-10-19 14:39:26:853916,TEST,USDCNH,-9915019.075596
2018-10-19 14:39:26:381078,TEST,USDCNH,-9915020.075596
2018-10-19 14:39:25:265628,TEST,USDCNH,-9915021.075596
2018-10-19 14:39:24:439486,TEST,USDCNH,-9915022.075596
2018-10-19 14:39:15:718801,TEST,USDCNH,-9915023.075596
2018-10-19 14:39:14:895386,TEST,USDCNH,-9915024.075596
2018-10-19 14:39:07:363580,TEST,USDCNH,-9915025.075596
2018-10-19 14:39:07:024779,TEST,USDCNH,-9915026.075596
2018-10-19 14:39:06:721307,TEST,USDCNH,-9915027.075596
2018-10-19 14:39:06:247724,TEST,USDCNH,-9915028.075596
2018-10-19 14:36:28:571739,TEST,USDCNH,-9915029.075596
2018-10-19 14:36:28:353241,TEST,USDCNH,-9915030.075596
2018-10-19 14:36:26:876490,TEST,USDCNH,-9915031.075596
2018-10-19 14:36:26:450289,TEST,USDCNH,-9915032.075596
2018-10-19 14:33:45:684974,TEST,USDCNH,-9915033.075596
2018-10-19 14:33:45:501235,TEST,USDCNH,-9915034.075596
2018-10-19 14:33:45:467851,TEST,USDCNH,-9915035.075596
2018-10-19 14:33:45:440984,TEST,USDCNH,-9915036.075596
2018-10-19 14:33:45:143278,TEST,USDCNH,-9915037.075596
2018-10-19 14:33:44:945875,TEST,USDCNH,-9915038.075596
2018-10-19 14:33:44:810932,TEST,USDCNH,-9915039.075596
2018-10-19 14:33:44:510453,TEST,USDCNH,-9915040.075596
2018-10-19 14:33:42:515324,TEST,USDCNH,-9915041.075596
2018-10-19 14:33:41:674594,TEST,USDCNH,-9915042.075596
2018-10-19 14:33:41:308791,TEST,USDCNH,-9915043.075596
2018-10-19 14:33:41:170814,TEST,USDCNH,-9915044.075596
2018-10-19 14:33:41:025515,TEST,USDCNH,-9915045.075596
2018-10-19 14:33:40:954114,TEST,USDCNH,-9915046.075596
2018-10-19 14:33:38:755606,TEST,USDCNH,-9915047.075596
2018-10-19 14:33:21:212500,TEST,USDCNH,-9915048.075596
2018-10-19 14:33:20:745031,TEST,USDCNH,-9915049.075596
2018-10-19 14:33:20:618497,TEST,USDCNH,-9915050.075596
2018-10-19 14:33:19:666700,TEST,USDCNH,-9915051.075596
2018-10-19 14:33:19:598006,TEST,USDCNH,-9915052.075596
2018-10-19 14:33:19:260394,TEST,USDCNH,-9915053.075596
2018-10-19 14:32:44:562235,TEST,USDCNH,-9915054.075596
2018-10-19 14:32:44:263750,TEST,USDCNH,-9915055.075596
2018-10-19 14:32:43:729795,TEST,USDCNH,-9915056.075596
2018-10-19 14:32:43:498374,TEST,USDCNH,-9915057.075596
2018-10-19 14:32:42:361825,TEST,USDCNH,-9915058.075596
2018-10-19 14:32:42:080418,TEST,USDCNH,-9915059.075596
2018-10-19 14:32:16:242849,TEST,USDCNH,-9915060.075596
2018-10-19 14:32:16:191338,TEST,USDCNH,-9915061.075596
2018-10-19 14:32:10:644798,TEST,USDCNH,-9915062.075596
2018-10-19 14:32:10:637774,TEST,USDCNH,-9915063.075596
2018-10-19 14:32:10:322233,TEST,USDCNH,-9915064.075596
2018-10-19 14:32:10:161790,TEST,USDCNH,-9915065.075596
2018-10-19 14:32:09:649078,TEST,USDCNH,-9915066.075596
2018-10-19 14:32:09:535760,TEST,USDCNH,-9915067.075596
2018-10-19 14:32:09:424516,TEST,USDCNH,-9915068.075596
2018-10-19 14:32:08:945927,TEST,USDCNH,-9915069.075596
2018-10-19 14:31:22:500767,TEST,USDCNH,-9915070.075596
2018-10-19 14:31:21:815316,TEST,USDCNH,-9915071.075596
2018-10-19 14:31:21:719594,TEST,USDCNH,-9915072.075596
2018-10-19 14:31:21:188948,TEST,USDCNH,-9915073.075596
2018-10-19 14:31:11:766657,TEST,USDCNH,-9915074.075596
2018-10-19 14:30:48:628922,TEST,USDCNH,-9915075.075596
2018-10-19 14:30:18:839491,TEST,USDCNH,-9915076.075596
2018-10-19 14:30:05:787972,TEST,USDCNH,-9915077.075596
2018-10-19 14:29:00:415051,TEST,USDCNH,-9915078.075596
2018-10-19 14:28:59:677606,TEST,USDCNH,-9915079.075596
2018-10-19 14:28:58:792777,TEST,USDCNH,-9915080.075596
2018-10-19 14:28:58:679909,TEST,USDCNH,-9915081.075596
2018-10-19 14:28:58:262237,TEST,USDCNH,-9915082.075596
2018-10-19 14:28:57:988394,TEST,USDCNH,-9915083.075596
2018-10-19 14:28:57:866646,TEST,USDCNH,-9915084.075596
2018-10-19 14:28:57:839274,TEST,USDCNH,-9915085.075596
2018-10-19 14:28:57:829133,TEST,USDCNH,-9915086.075596
2018-10-19 14:27:30:128406,TEST,USDCNH,-9915087.075596
2018-10-19 14:27:29:126909,TEST,USDCNH,-9915088.075596
2018-10-19 14:27:28:422552,TEST,USDCNH,-9915089.075596
2018-10-19 14:27:27:866682,TEST,USDCNH,-9915090.075596
2018-10-19 14:27:27:067928,TEST,USDCNH,-9915091.075596
2018-10-19 14:27:27:035309,TEST,USDCNH,-9915092.075596
2018-10-19 14:27:14:927406,TEST,USDCNH,-9915093.075596
2018-10-19 14:27:14:623116,TEST,USDCNH,-9915094.075596
2018-10-19 14:27:14:206297,TEST,USDCNH,-9915095.075596
2018-10-19 14:27:13:377030,TEST,USDCNH,-9915096.075596
2018-10-19 14:27:13:267916,TEST,USDCNH,-9915097.075596
2018-10-19 14:27:12:823855,TEST,USDCNH,-9915098.075596
2018-10-19 14:27:12:783318,TEST,USDCNH,-9915099.075596
2018-10-19 14:27:12:645192,TEST,USDCNH,-9915100.075596
2018-10-19 14:27:12:610938,TEST,USDCNH,-9915101.075596
2018-10-19 14:27:12:598804,TEST,USDCNH,-9915102.075596
2018-10-19 14:27:12:364668,TEST,USDCNH,-9915103.075596
2018-10-19 14:27:11:018488,TEST,USDCNH,-9915104.075596
2018-10-19 14:27:04:999141,TEST,USDCNH,-9915105.075596
2018-10-19 14:27:04:797532,TEST,USDCNH,-9915106.075596
2018-10-19 14:27:03:500761,TEST,USDCNH,-9915107.075596
2018-10-19 14:27:03:348377,TEST,USDCNH,-9915108.075596
2018-10-19 14:26:58:891560,TEST,USDCNH,-9915109.075596
2018-10-19 14:26:57:873615,TEST,USDCNH,-9915110.075596
2018-10-19 14:26:57:106460,TEST,USDCNH,-9915111.075596
2018-10-19 14:26:56:479477,TEST,USDCNH,-9915112.075596
2018-10-19 14:26:56:041953,TEST,USDCNH,-9915113.075596
2018-10-19 14:26:55:590543,TEST,USDCNH,-9915114.075596
2018-10-19 14:26:44:758870,TEST,USDCNH,-9915115.075596
2018-10-19 14:26:43:310639,TEST,USDCNH,-9915116.075596
2018-10-19 14:26:42:519662,TEST,USDCNH,-9915117.075596
2018-10-19 14:26:07:762572,TEST,USDCNH,-9915118.075596
2018-10-19 14:26:06:728988,TEST,USDCNH,-9915119.075596
2018-10-19 14:26:05:839987,TEST,USDCNH,-9915120.075596
2018-10-19 14:26:04:763302,TEST,USDCNH,-9915121.075596
2018-10-19 14:26:04:554593,TEST,USDCNH,-9915122.075596
2018-10-19 14:26:04:251008,TEST,USDCNH,-9915123.075596
2018-10-19 14:26:04:055341,TEST,USDCNH,-9915124.075596
2018-10-19 14:25:34:489796,TEST,USDCNH,-9915125.075596
2018-10-19 14:25:34:155392,TEST,USDCNH,-9915126.075596
2018-10-19 14:25:33:197483,TEST,USDCNH,-9915127.075596
2018-10-19 14:25:33:116085,TEST,USDCNH,-9915128.075596
2018-10-19 14:25:32:998430,TEST,USDCNH,-9915129.075596
2018-10-19 14:25:32:893474,TEST,USDCNH,-9915130.075596
2018-10-19 14:25:24:979640,TEST,USDCNH,-9915131.075596
2018-10-19 14:25:22:665190,TEST,USDCNH,-9915132.075596
2018-10-19 14:25:22:034608,TEST,USDCNH,-9915133.075596
2018-10-19 14:25:14:829312,TEST,USDCNH,-9915134.075596
2018-10-19 14:25:14:688813,TEST,USDCNH,-9915135.075596
2018-10-19 14:25:13:812008,TEST,USDCNH,-9915136.075596
2018-10-19 14:24:55:131288,TEST,USDCNH,-9915137.075596
2018-10-19 14:24:55:019108,TEST,USDCNH,-9915138.075596
2018-10-19 14:24:54:529714,TEST,USDCNH,-9915139.075596
2018-10-19 14:23:05:266015,TEST,USDCNH,-9915140.075596
2018-10-19 14:22:40:616729,TEST,USDCNH,-9915141.075596
2018-10-19 14:22:40:057961,TEST,USDCNH,-9915142.075596
2018-10-19 14:22:39:428390,TEST,USDCNH,-9915143.075596
2018-10-19 14:22:39:242341,TEST,USDCNH,-9915144.075596
2018-10-19 14:22:39:221035,TEST,USDCNH,-9915145.075596
2018-10-19 14:22:37:220768,TEST,USDCNH,-9915146.075596
2018-10-19 14:22:37:209382,TEST,USDCNH,-9915147.075596
2018-10-19 14:22:04:241786,TEST,USDCNH,-9915148.075596
2018-10-19 14:22:03:631911,TEST,USDCNH,-9915149.075596
